2023-08-16 12:27:35,285 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-08-16 12:27:35,311 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-08-16 12:27:35,313 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-08-16 12:27:35,313 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-08-16 12:27:35,315 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-08-16 12:27:35,315 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-08-16 12:27:35,316 INFO  SwAddin.cs: 201 - Setting up command manager
2023-08-16 12:27:35,316 INFO  SwAddin.cs: 204 - Adding command manager
2023-08-16 12:27:35,319 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-08-16 12:27:35,321 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-08-16 12:27:35,321 INFO  SwAddin.cs: 210 - Adding event handlers
2023-08-16 12:27:35,324 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-08-16 12:28:09,872 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2023-08-16 12:28:16,277 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2023-08-16 12:28:17,180 INFO  SwAddin.cs: 313 - Saving assembly
2023-08-16 12:28:17,299 INFO  SwAddin.cs: 316 - Opening property manager
2023-08-16 12:28:17,311 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2023-08-16 12:28:17,315 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Assem1
2023-08-16 12:28:17,317 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2023-08-16 12:28:17,317 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-08-16 12:28:17,318 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-08-16 12:28:17,319 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part3-1
2023-08-16 12:28:17,320 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Part3-1
2023-08-16 12:28:17,320 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part3-1
2023-08-16 12:28:17,321 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body-1
2023-08-16 12:28:17,321 INFO  ExportHelperExtension.cs: 1136 - Found 35 in body-1
2023-08-16 12:28:17,322 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body-1
2023-08-16 12:28:17,322 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-1
2023-08-16 12:28:17,323 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2-1
2023-08-16 12:28:17,323 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-1
2023-08-16 12:28:17,324 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-2
2023-08-16 12:28:17,324 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2-2
2023-08-16 12:28:17,324 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-2
2023-08-16 12:28:17,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-4
2023-08-16 12:28:17,325 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2-4
2023-08-16 12:28:17,326 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-4
2023-08-16 12:28:17,326 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lidar_stand-1
2023-08-16 12:28:17,326 INFO  ExportHelperExtension.cs: 1136 - Found 27 in lidar_stand-1
2023-08-16 12:28:17,327 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lidar_stand-1
2023-08-16 12:28:17,327 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-3
2023-08-16 12:28:17,327 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2-3
